"LBL_ModAuthor","Автор: "
"BTN_DownloadMod","Загрузить"
"ContextMenuItem","Open","Открыть"
"ContextMenuItem","Copy Name To Clipboard","Копировать имя в буфер"
"ContextMenuItem","Show in Folder","Показать в папке"
"ContextMenuItem","Delete","Удалить"
"ContextMenuItem","Set Nickname","Задать Никнейм"
"ContextMenuItem","Copy Image To Clipboard","Копировать изображение в буфер"
"TXT_SearchBar","..."
"BTN_ClearOutput","Очистить"
"BTN_InstallMod","Установить Мод"
"BTN_BuildMod","Построить Мод"
"BTN_ShowLog","Показать Лог"
"BTN_DownloadMods","Загрузить Моды"
"LBL_NewFiles","Новые Файлы"
"BTN_Reinstall","Переустановить"
"MenuItem","nicknameFileToolStripMenuItem","Задать Никнейм Файлу"
"MenuItem","resetLanguageFileToolStripMenuItem","Обновить Язык"
"MenuItem","saveNicknameFileToolStripMenuItem",""Сохранить Никнейм Файла"
"MenuItem","OptionsMenu","Опции"
"MenuItem","processFolderNicknamesToolStripMenuItem","Обработать Никнеймы Папок"
"TXT_NewName","..."
"BTN_SaveOptions","Сохранить"
"LBL_ThreadLimit","Лимит Потоков"
"NUM_ThreadCount","2"
"","2"
"CHK_VerboseLogging","Многословный Логгинг"
"CHK_LogWrap","Завернуть"
"LBL_InstalledFiles","Установленные Файлы"
"BTN_Refresh","Обновить"
"BTN_ImportFiles","Импорт Файлов"
"menuStrip1","menuStrip1"
"MenuItem","File","Файл"
"MenuItem","Exit","Выход"
"MenuItem","Open","Открыть"
"MenuItem","OpenWorkingDirectory","Открыть Текущий Каталог"
"MenuItem","OpenMagickaDirectory","Папка с Magicka"
"MenuItem","OpenModFolder","Папка с Модами"
"MenuItem","OpenLangFile","Файл Языка"
"MenuItem","Data","Данные"
"MenuItem","UninstallMods","Удалить Моды"
"MenuItem","ReloadIndex","Обновить Индекс"
"MenuItem","ReloadLanguageFile","Перезагрузить Язык"
"MenuItem","LaunchMagcika","Запустить Magicka"
"BTN_SaveName","Сохранить"
"LBL_NewName","Новое имя"
